"Country" "Year" "Child_mortality" "Fertility" "GDPPPP_percapita" "Gini" "Life_exp" "Population" "Population_density" "Population_over_60" "Urban_population"
"1713" "Finland" "2005" 0.377 1.8 44800 27.6 79.3 5.26 17.3 21.4 82.9
"1714" "France" "2005" 0.458 1.94 41600 29.8 80.6 61.1 110 21 77.1
"1715" "Gabon" "2005" 7.5 4.23 15800 42.2 61.1 1.39 5.66 6.49 82.5
"1716" "Gambia" "2005" 9.38 5.84 2220 46.2 62.2 1.54 164 4.7 52
"1717" "Georgia" "2005" 2.37 1.66 7320 37.4 71 4.21 57 17.4 53.6
"1718" "Germany" "2005" 0.473 1.35 43900 32.1 79.6 81.6 233 25 76
"1719" "Ghana" "2005" 8.42 4.49 3170 42.8 60 21.8 98.9 4.82 47.3
"1720" "Greece" "2005" 0.456 1.4 34700 34.6 79.4 11.2 85 23.2 74.5
"1721" "Grenada" "2005" 1.44 2.34 14200 37.9 72.4 0.105 324 11.6 35.9
"1722" "Guatemala" "2005" 4.23 3.97 6750 54.5 68.4 13.1 123 5.68 46.9
"1723" "Guinea" "2005" 13.4 5.73 1790 40.8 56 9.11 37.2 5.79 32.3
"1724" "Guinea-Bissau" "2005" 14.5 5.39 1680 40.6 52.8 1.34 49.1 4.45 38.2
"1725" "Guyana" "2005" 4.15 2.84 7970 45.2 64.4 0.746 3.86 6.03 27.8
"1726" "Haiti" "2005" 8.93 3.76 2870 60 59 9.2 331 6 42.6
"1727" "Honduras" "2005" 2.94 3.45 4550 59.5 70.9 7.46 69.4 4.55 48.6
"1728" "Hong Kong, China" "2005" 0.322 0.97 43700 53.4 81.9 6.77 6310 15.8 100
"1729" "Hungary" "2005" 0.755 1.3 24400 34.7 73.1 10.1 111 21.3 66.4
"1730" "Iceland" "2005" 0.32 2.07 48100 29 81.6 0.295 2.96 15.8 93
"1731" "India" "2005" 7.44 2.97 3250 34.6 65.4 1150 388 7.19 29.2
"1732" "Indonesia" "2005" 4.19 2.51 6700 33 68.3 226 120 8.38 45.9
"1733" "Iran" "2005" 2.59 1.83 12000 43.6 73.5 69.8 43.1 6.8 67.6
"1734" "Iraq" "2005" 3.98 4.56 7490 28.6 67.7 26.9 66.1 4.76 68.8
"1735" "Ireland" "2005" 0.519 1.98 56900 33.8 79.1 4.14 60.3 15.2 60.5
"1736" "Israel" "2005" 0.558 2.91 30000 41.8 80.3 6.53 310 13 91.5
"1737" "Italy" "2005" 0.447 1.36 44300 33.8 81 58.3 197 25.2 67.7
"1738" "Jamaica" "2005" 2.01 2.36 9920 45.3 77.4 2.74 247 8.1 52.8
"1739" "Japan" "2005" 0.374 1.31 38300 35.4 82.5 128 339 27.3 86
"1740" "Jordan" "2005" 2.34 3.75 10600 34.6 74.1 5.77 64 4.85 79.5
"1741" "Kazakhstan" "2005" 3.13 2.26 16500 39.8 64.6 15.4 5.8 10.1 56.5
"1742" "Kenya" "2005" 7.93 4.84 3330 46.5 56.5 36.6 61.7 3.24 21.7
"1743" "Kiribati" "2005" 6.61 3.91 2150 36.9 57.7 0.0923 135 5.13 43.6
"1744" "Kuwait" "2005" 1.14 2.5 73200 34.6 78.7 2.27 125 2.97 100
"1745" "Kyrgyz Republic" "2005" 3.92 2.58 3520 32.6 67.4 5.08 27.1 6.62 35.3
"1746" "Lao" "2005" 8.64 3.62 3580 34.2 61.7 5.75 25.4 5.6 27.2
"1747" "Latvia" "2005" 1.05 1.4 20300 39 70.9 2.25 35.9 22.9 68
"1748" "Lebanon" "2005" 1.41 1.75 14300 31.9 75.4 4.7 454 7.99 86.6
"1749" "Lesotho" "2005" 12.2 3.55 1970 50.2 43.9 2 65.1 6.56 22.2
"1750" "Liberia" "2005" 12.8 5.46 1250 36.8 59.2 3.22 33.9 5.57 46.1
"1751" "Libya" "2005" 2.31 2.49 19900 37.2 76.8 5.8 3.48 5.69 77.1
"1752" "Lithuania" "2005" 0.901 1.32 21100 35.3 71.3 3.34 53.9 21.5 66.6
"1753" "Luxembourg" "2005" 0.368 1.64 109000 30.8 79.5 0.458 179 18.5 86.6
"1754" "Madagascar" "2005" 8.28 5.05 1560 39.9 61.1 18.3 32.3 4.17 28.8
"1755" "Malawi" "2005" 11.3 5.9 1110 40.8 48.9 12.6 135 5.93 15.1
"1756" "Malaysia" "2005" 0.813 2.29 18100 45.3 74.1 25.7 78.9 6.94 66.6
"1757" "Maldives" "2005" 2.17 2.34 12600 40 75.8 0.32 1020 6.59 33.8
"1758" "Mali" "2005" 15.7 6.79 1960 39.1 56.2 12.8 10.8 4.64 32.1
"1759" "Malta" "2005" 0.683 1.4 29000 28.1 80 0.405 1300 19.7 93.6
"1760" "Mauritania" "2005" 11 5.18 4550 39 65.8 3.02 2.92 4.88 42.1
"1761" "Mauritius" "2005" 1.57 1.82 13600 35.3 73.2 1.22 620 9.79 42.1
"1762" "Mexico" "2005" 2.05 2.5 17800 50.1 75 106 53.8 8.01 76.3
"1763" "Micronesia, Fed. Sts." "2005" 4.67 3.82 3590 42.4 63.8 0.106 158 5.12 22.3
"1764" "Moldova" "2005" 1.97 1.22 7230 36.3 68.9 4.16 122 14.2 42.8
"1765" "Mongolia" "2005" 4.15 2.17 5880 34.6 62.9 2.53 1.64 5.51 62.5
"1766" "Montenegro" "2005" 1.06 1.84 14000 30.2 73.8 0.616 45.8 16.7 62.5
"1767" "Morocco" "2005" 3.98 2.59 5230 40.7 70.8 30.5 68.2 7.01 55.2
"1768" "Mozambique" "2005" 13.4 5.74 821 46.3 52.1 20.5 25.7 4.4 30
"1769" "Myanmar" "2005" 7.67 2.72 1660 38.1 61.4 48.9 73.1 7.49 27.9
"1770" "Namibia" "2005" 7.31 3.67 8020 62.5 53.5 1.94 2.38 4.95 36.6
"1771" "Nepal" "2005" 6.11 3.29 2280 40.3 67.7 25.7 179 6.48 15.1
"1772" "Netherlands" "2005" 0.536 1.71 49500 29.1 79.6 16.4 483 19.3 82.6
"1773" "New Zealand" "2005" 0.658 2.05 37300 32.9 79.8 4.14 15.6 16.4 86.3
"1774" "Nicaragua" "2005" 2.65 2.68 4320 48.8 73.5 5.44 45.3 5.35 55.9
"1775" "Niger" "2005" 17.2 7.61 961 44.4 55.6 13.6 10.9 3.87 16.2
"1776" "Nigeria" "2005" 15.6 5.99 4000 41 56.6 139 154 4.97 39.1
"1777" "North Korea" "2005" 3.3 2 2100 41.6 70 23.9 200 12.7 59.8
"1778" "North Macedonia" "2005" 1.36 1.53 11200 39.3 72.5 2.06 83.4 15 57.5
"1779" "Norway" "2005" 0.403 1.84 61900 30.6 80.4 4.63 15.2 19.7 77.7
"1780" "Oman" "2005" 1.28 2.95 36400 36.3 70.3 2.51 8.13 3.84 72.4
"1781" "Pakistan" "2005" 9.98 4.07 3710 32.7 61 160 226 5.57 34
"1782" "Palestine" "2005" 2.62 4.78 4870 34.7 71.1 3.58 588 3.98 73.1
"1783" "Panama" "2005" 2.29 2.65 16300 53.8 78.2 3.33 44.6 8.36 63.7
"1784" "Papua New Guinea" "2005" 6.53 4.26 2880 43 62.2 6.49 14.4 4.15 13.1
"1785" "Paraguay" "2005" 2.99 3.04 8570 51.4 75.6 5.82 13.5 6.78 57.6
"1786" "Peru" "2005" 2.67 2.68 7520 50.5 77.2 27.9 22 8.38 75
"1787" "Philippines" "2005" 3.44 3.5 5050 47 70.3 86.3 288 6.03 45.7
"1788" "Poland" "2005" 0.756 1.3 18900 35.8 75.2 38.4 126 17 61.5
"1789" "Portugal" "2005" 0.473 1.42 31100 38.5 78.8 10.5 114 22.6 57.5
"1790" "Qatar" "2005" 1.04 2.57 87700 34.3 72.3 0.865 73.3 2.3 97.4
"1791" "Romania" "2005" 1.8 1.38 16800 29.8 72.4 21.4 91.7 19.4 53.2
"1792" "Russia" "2005" 1.37 1.29 20000 41.3 65 144 8.78 17.2 73.5
"1793" "Rwanda" "2005" 11 5.14 1150 52 58.2 8.84 373 4.21 16.9
"1794" "Samoa" "2005" 1.9 4.46 5940 41.4 69 0.18 66.7 6.71 21.2
"1795" "Sao Tome and Principe" "2005" 6.2 5.02 2890 31.5 66.7 0.157 168 5.55 59.2
"1796" "Saudi Arabia" "2005" 1.66 3.42 38000 36 71.2 23.8 11.3 3.62 81
"1797" "Senegal" "2005" 9.37 5.16 2760 39.2 63.2 11.1 57 5.05 41.7
"1798" "Serbia" "2005" 0.892 1.64 12300 36.5 72.3 9.19 102 22.5 53.9
"1799" "Seychelles" "2005" 1.38 2.25 18300 42.8 72.2 0.0887 188 8.89 51.7
"1800" "Sierra Leone" "2005" 20.4 5.86 1240 38.5 53.3 5.65 79.2 5.22 36.9
"1801" "Singapore" "2005" 0.296 1.26 67100 42.2 81.3 4.27 6360 10.5 100
"1802" "Slovak Republic" "2005" 0.822 1.25 20100 29.3 74.5 5.4 110 16.1 55.6
"1803" "Slovenia" "2005" 0.421 1.31 31100 24.6 78.1 1.99 99.6 20.3 51.5
"1804" "Solomon Islands" "2005" 2.88 4.5 2120 46.1 56.8 0.47 16.8 5.12 17.8
"1805" "Somalia" "2005" 17.2 7.31 826 36.6 53.5 10.4 16.7 4.02 36.3
"1806" "South Africa" "2005" 7.85 2.68 12500 64.8 52.1 47.9 40.2 6.78 59.5
"1807" "South Korea" "2005" 0.553 1.17 28600 31.7 78.8 48.7 484 13 81.3
"1808" "South Sudan" "2005" 14.1 5.8 3810 46.7 59.3 7.54 13.6 4.03 17.2
"1809" "Spain" "2005" 0.471 1.35 38000 32.4 80.6 44 87 21.6 77.3
"1810" "Sri Lanka" "2005" 1.42 2.28 6940 39.8 73.3 19.5 314 10.6 18.3
"1811" "St. Lucia" "2005" 1.83 1.68 13500 46.5 74.3 0.163 268 10.1 23.1
"1812" "St. Vincent and the Grenadines" "2005" 2.25 2.17 10700 38.4 72.6 0.109 287 10.1 47
"1813" "Sudan" "2005" 8.82 5.14 4540 35.5 65.5 30.9 16.7 3.69 32.8
"1814" "Suriname" "2005" 2.91 2.67 15900 59.8 70.6 0.499 3.31 8.4 66.7
"1815" "Sweden" "2005" 0.36 1.79 45400 26.8 81 9.04 22.2 23.4 84.3
"1816" "Switzerland" "2005" 0.507 1.43 61600 33.4 81.7 7.39 186 21.4 73.5
"1817" "Syria" "2005" 1.89 3.56 8180 37.7 74.4 18.4 101 5.05 53.8
"1818" "Tajikistan" "2005" 5.62 3.5 1920 33.1 67.5 6.79 48.4 4.86 26.5
"1819" "Tanzania" "2005" 9.42 5.64 1720 39.4 56.5 38.5 44.5 4.42 24.8
"1820" "Thailand" "2005" 1.7 1.57 12300 42.2 74.8 65.4 129 11 37.4
"1821" "Timor-Leste" "2005" 8.18 6.79 2270 30.3 67.7 0.995 65.2 5.83 26
"1822" "Togo" "2005" 10.4 5.18 1570 42.2 56.9 5.61 105 4.49 35.2
"1823" "Tonga" "2005" 1.66 4.14 5310 37.6 72 0.101 163 8.06 23.2
"1824" "Trinidad and Tobago" "2005" 2.68 1.77 24400 40.9 71.9 1.3 267 8.82 55
"1825" "Tunisia" "2005" 2.21 1.99 9090 37.7 75.4 10.1 66.8 8.78 65.2
"1826" "Turkey" "2005" 2.54 2.27 18300 42.6 76.8 67.9 89.3 8.56 67.8
"1827" "Turkmenistan" "2005" 7.02 2.65 5630 44.7 65.8 4.75 10.4 5.89 47.1
"1828" "Uganda" "2005" 10.9 6.58 1490 42.9 53.9 27.7 140 2.79 17
"1829" "Ukraine" "2005" 1.45 1.25 11300 29 67.8 46.9 81 20.6 67.8
"1830" "United Arab Emirates" "2005" 0.973 2.15 80800 32 69.2 4.59 60.3 1.41 82.3
"1831" "United Kingdom" "2005" 0.605 1.76 42800 34.3 79.3 60.3 249 21 79.9
"1832" "United States" "2005" 0.796 2.06 54400 41 77.7 295 32.5 16.7 79.9
"1833" "Uruguay" "2005" 1.43 2.16 14600 44.7 75.5 3.32 19.2 18.2 93.3
"1834" "Uzbekistan" "2005" 4.93 2.46 3630 35 64.5 26.4 62.5 6.73 48.5
"1835" "Vanuatu" "2005" 2.85 3.85 2840 37.9 63.8 0.209 17.9 5.23 23.1
"1836" "Venezuela" "2005" 1.85 2.63 17400 49.5 75 26.4 29.1 7.65 88
"1837" "Vietnam" "2005" 2.51 1.89 3930 36.3 72.8 83.8 265 8.61 27.3
"1838" "Yemen" "2005" 7.25 5.43 5210 34.7 65.8 20.1 40.4 4.22 28.9
"1839" "Zambia" "2005" 11 5.79 2360 54.5 48.7 11.9 15.6 2.99 36.9
"1840" "Zimbabwe" "2005" 10.1 3.99 2920 43.1 46.8 12.1 31.6 4.4 34.1
"1841" "Afghanistan" "2010" 8.8 5.82 1960 37.7 60.5 29.2 43.4 3.8 23.7
"1842" "Albania" "2010" 1.33 1.65 10700 29.5 78.1 2.95 106 16.2 52.2
"1843" "Algeria" "2010" 2.74 2.89 11000 28.1 74.5 36 15.1 7.13 67.5
"1844" "Angola" "2010" 12 6.16 7690 44.3 60.2 23.4 18.7 4.06 59.8
"1845" "Antigua and Barbuda" "2010" 0.959 2.13 18200 37.4 75.9 0.088 195 10.4 26.2
"1846" "Argentina" "2010" 1.44 2.37 23500 43.6 75.9 40.9 14.7 14.6 90.8
"1847" "Armenia" "2010" 1.85 1.55 9290 30 73.9 2.88 104 14 63.4
"1848" "Australia" "2010" 0.477 1.93 44900 34.7 82.1 22.2 2.87 19 85.2
"1849" "Austria" "2010" 0.433 1.44 51800 30.3 80.8 8.41 101 23.2 57.4
"1850" "Azerbaijan" "2010" 3.76 1.96 14100 27 69 9.03 112 7.9 53.4
"1851" "Bahamas" "2010" 1.29 1.87 36500 44 73.2 0.355 69.7 9.1 82.4
"1852" "Bahrain" "2010" 0.853 2.14 44600 35.6 75 1.24 1550 3.54 88.6
"1853" "Bangladesh" "2010" 4.91 2.28 2880 32.1 70 148 1140 6.67 30.5
"1854" "Barbados" "2010" 1.46 1.78 15600 44.1 76.2 0.282 639 16.6 31.9
"1855" "Belarus" "2010" 0.552 1.54 17300 28.6 70.6 9.42 48 19.7 74.7
"1856" "Belgium" "2010" 0.446 1.81 48000 28.4 80.2 10.9 359 23.1 97.7
"1857" "Belize" "2010" 1.89 2.72 7300 53 73.6 0.322 14.1 5.93 45.2
"1858" "Benin" "2010" 11.1 5.36 2710 42.8 61.1 9.2 83.8 4.8 43.1
"1859" "Bhutan" "2010" 4.25 2.38 8190 38.5 71 0.686 18.4 7.46 34.8
"1860" "Bolivia" "2010" 4.11 3.2 6610 47.6 70.3 10 9.44 7.22 66.4
"1861" "Bosnia and Herzegovina" "2010" 0.718 1.31 10900 33 76.3 3.71 74.4 19.5 45.6
"1862" "Botswana" "2010" 4.98 2.88 13100 59.2 57 1.99 3.69 4.78 62.4
"1863" "Brazil" "2010" 1.87 1.81 14900 53.3 73.8 196 23.5 10.3 84.3
"1864" "Brunei" "2010" 0.966 1.84 67800 34.8 73.8 0.389 68.7 5.46 75
"1865" "Bulgaria" "2010" 1.07 1.49 18200 35.6 72.3 7.43 70 25.4 72.3
"1866" "Burkina Faso" "2010" 11.4 5.87 1720 38.8 57.9 15.6 58.9 4.23 24.6
"1867" "Burundi" "2010" 9.07 6.26 846 36.3 58.5 8.68 352 3.65 10.6
"1868" "Cambodia" "2010" 4.43 2.88 2820 41.1 66.9 14.3 79.3 5.68 20.3
"1869" "Cameroon" "2010" 10.7 5.11 3220 44.4 57.7 20.3 42.7 4.53 51.6
"1870" "Canada" "2010" 0.565 1.64 44900 33.6 81.6 34.1 3.73 19.9 80.9
"1871" "Cape Verde" "2010" 2.49 2.67 6200 45.3 74.4 0.493 129 7.57 61.8
"1872" "Central African Republic" "2010" 15 5.22 1200 56.7 47.8 4.39 7.48 3.48 38.9
"1873" "Chad" "2010" 15 6.59 1730 42.9 56.5 12 9.45 3.44 22
"1874" "Chile" "2010" 0.87 1.88 21300 46.5 78.6 17.1 22.6 13.9 87.1
"1875" "China" "2010" 1.58 1.59 8890 43.8 74.9 1370 140 12.8 49.2
"1876" "Colombia" "2010" 1.85 2.01 11800 54.6 77.9 45.2 39.9 8.96 78
"1877" "Comoros" "2010" 8.71 4.92 2880 49.3 65.9 0.69 353 6.04 28
"1878" "Congo, Dem. Rep." "2010" 11.5 6.47 866 42.1 58.8 64.6 29.3 4.87 40
"1879" "Congo, Rep." "2010" 6.25 4.95 5170 48.7 60.9 4.27 13 4.08 63.3
"1880" "Costa Rica" "2010" 1.01 1.92 16800 48.2 79.5 4.58 90.5 10.9 71.7
"1881" "Cote d'Ivoire" "2010" 10.7 5.22 2970 42.7 57.4 20.5 66.4 3.81 47.3
"1882" "Croatia" "2010" 0.547 1.47 24500 32.4 76.8 4.33 78.2 23.8 55.2
"1883" "Cuba" "2010" 0.615 1.64 7650 43.4 78.5 11.2 106 17.6 76.6
"1884" "Cyprus" "2010" 0.357 1.42 38300 31.5 79.5 1.11 122 15.9 67.6
"1885" "Czech Republic" "2010" 0.338 1.47 33500 26.6 77.8 10.5 136 22.5 73.3
"1886" "Denmark" "2010" 0.411 1.88 50800 27.2 79.5 5.55 131 23.2 86.8
"1887" "Djibouti" "2010" 7.64 3.3 3680 44 63.2 0.84 39.7 5.93 77
"1888" "Dominican Republic" "2010" 3.42 2.6 12800 47.3 73.5 9.7 202 8.05 73.8
"1889" "Ecuador" "2010" 1.83 2.66 10300 48.8 74.3 15 60.4 8.64 62.7
"1890" "Egypt" "2010" 2.9 3.19 10300 30.2 69.4 82.8 87.7 6.58 43
"1891" "El Salvador" "2010" 1.93 2.27 7330 43.5 75.2 6.18 295 9.67 65.5
"1892" "Equatorial Guinea" "2010" 11.2 5.21 34700 36.1 63.5 0.944 39 5.02 65.9
"1893" "Estonia" "2010" 0.457 1.64 26000 32 76.3 1.33 30.6 23.3 68.1
"1894" "Eswatini" "2010" 8.87 3.53 7460 51.9 48 1.06 63.3 4.65 22.5
"1895" "Ethiopia" "2010" 8.29 4.92 1260 33.2 63 87.6 89.2 4.43 17.3
"1896" "Fiji" "2010" 2.39 2.67 10500 38.9 67.6 0.86 49.5 6.88 52.2
"1897" "Finland" "2010" 0.306 1.87 45900 27.7 80.4 5.37 17.7 24.7 83.8
"1898" "France" "2010" 0.427 1.99 42100 33.7 81.6 62.9 113 23.2 78.4
"1899" "Gabon" "2010" 6.28 4.08 14400 40.4 63.3 1.62 6.64 6.12 85.5
"1900" "Gambia" "2010" 7.71 5.71 2350 43.6 63.7 1.79 191 4.15 55.7
"1901" "Georgia" "2010" 1.42 1.92 9740 39.5 71.9 4.1 55.2 17.8 55.5
"1902" "Germany" "2010" 0.418 1.39 47000 30.3 80.5 80.8 233 25.9 77
"1903" "Ghana" "2010" 6.99 4.27 3830 42.5 61.8 24.8 112 4.76 50.7
"1904" "Greece" "2010" 0.391 1.41 33700 34.1 80.4 10.9 84.3 25 76.3
"1905" "Grenada" "2010" 1.42 2.24 13400 38 72.5 0.106 335 12.1 35.9
"1906" "Guatemala" "2010" 3.5 3.38 7340 51.3 70.3 14.6 136 6.04 48.4
"1907" "Guinea" "2010" 11.7 5.34 1870 35.9 57.6 10.2 41.8 5.41 33.7
"1908" "Guinea-Bissau" "2010" 11.4 5.05 1750 50.7 56.2 1.52 55.7 4.2 40.1
"1909" "Guyana" "2010" 3.74 2.66 9790 45.2 65.8 0.749 3.8 7.09 26.6
"1910" "Haiti" "2010" 20.9 3.33 2900 60.5 32.5 9.95 357 6.12 47.5
"1911" "Honduras" "2010" 2.36 2.87 4870 53.1 71.1 8.32 77.5 4.96 51.9
"1912" "Hong Kong, China" "2010" 0.274 1.12 51400 53.7 82.8 6.97 6490 18.5 100
"1913" "Hungary" "2010" 0.6 1.33 24500 29.4 74.8 9.93 110 22.6 68.9
"1914" "Iceland" "2010" 0.262 2.07 47500 26.2 82.6 0.32 3.18 17 93.6
"1915" "India" "2010" 5.82 2.6 4240 35.5 67.3 1230 417 7.77 30.9
"1916" "Indonesia" "2010" 3.41 2.48 8290 36.4 69.3 242 128 8.72 49.9
"1917" "Iran" "2010" 1.97 1.77 13800 40.8 75.5 73.8 46.3 7.78 70.6
"1918" "Iraq" "2010" 3.48 4.56 8600 29.2 70.6 29.7 72 4.74 69.1
"1919" "Ireland" "2010" 0.417 2 53000 32.3 80.8 4.55 66.2 16.1 61.5
"1920" "Israel" "2010" 0.456 3 33900 42.5 81.9 7.35 339 14.3 91.8
"1921" "Italy" "2010" 0.397 1.43 42700 34.7 82.1 59.3 202 26.7 68.3
"1922" "Jamaica" "2010" 1.83 2.17 9440 45.3 76.3 2.81 252 8.45 53.7
"1923" "Japan" "2010" 0.32 1.37 38100 32.1 83.3 129 340 31.5 90.8
"1924" "Jordan" "2010" 2.03 3.66 11300 33.7 76.9 7.26 78.1 5.26 86.1
"1925" "Kazakhstan" "2010" 2.02 2.67 20800 27.9 67.6 16.3 6.16 10.1 56.8
"1926" "Kenya" "2010" 5.65 4.37 3690 43.5 61.2 42 71.5 3.28 23.6
"1927" "Kiribati" "2010" 6.47 3.84 1920 37 58.8 0.103 149 5.18 47.4
"1928" "Kuwait" "2010" 1.04 2.22 58800 35.1 80.1 2.99 165 3.21 100
"1929" "Kyrgyz Republic" "2010" 2.96 2.98 4140 30.1 69.6 5.42 28.6 6.12 35.3
"1930" "Lao" "2010" 6.81 3.15 4850 35.7 64.9 6.25 27.4 5.81 30.1
"1931" "Latvia" "2010" 0.781 1.51 21200 35 73.3 2.12 33.8 24.3 67.8
"1932" "Lebanon" "2010" 1.02 1.61 19500 31.8 75.6 4.95 488 9 87.3
"1933" "Lesotho" "2010" 10 3.3 2350 47.9 48.1 2 66.6 6.28 24.8
"1934" "Liberia" "2010" 9.67 5.02 1470 35 61.9 3.89 41.7 5.43 47.8
"1935" "Libya" "2010" 1.66 2.41 22500 37 76.2 6.2 3.87 5.86 78.1
"1936" "Lithuania" "2010" 0.604 1.51 23900 33.6 73.2 3.12 50.1 23.3 66.8
"1937" "Luxembourg" "2010" 0.299 1.58 114000 30.5 81 0.508 196 18.9 88.5
"1938" "Madagascar" "2010" 6.73 4.6 1550 42.4 62.6 21.2 37.4 4.28 31.9
"1939" "Malawi" "2010" 8.84 5.31 1380 45.5 56.3 14.5 156 5.36 15.5
"1940" "Malaysia" "2010" 0.794 2.15 20500 44.5 74.4 28.2 87.4 7.93 70.9
"1941" "Maldives" "2010" 1.38 2.23 16300 37.3 77.8 0.366 1210 6.07 36.4
"1942" "Mali" "2010" 13.1 6.55 2080 32.5 58.4 15 12.7 4.36 36
"1943" "Malta" "2010" 0.681 1.39 32900 29 81.1 0.414 1330 23.5 94.1
"1944" "Mauritania" "2010" 9.71 4.98 4670 34.6 68.1 3.49 3.32 5.28 46.6
"1945" "Mauritius" "2010" 1.52 1.58 16800 37.5 74.2 1.25 632 11.6 41.6
"1946" "Mexico" "2010" 1.74 2.34 17800 47.2 75.3 114 57.4 8.87 77.8
"1947" "Micronesia, Fed. Sts." "2010" 3.99 3.46 3660 40.9 64 0.103 154 5.52 22.3
"1948" "Moldova" "2010" 1.72 1.27 8550 32 70 4.09 112 15.1 42.6
"1949" "Mongolia" "2010" 2.61 2.64 7470 33.1 65.1 2.72 1.74 5.61 67.6
"1950" "Montenegro" "2010" 0.644 1.77 16800 28.9 74.7 0.624 45.7 18 64.1
"1951" "Morocco" "2010" 3.2 2.58 6280 40 71.9 32.3 72.7 7.87 58
"1952" "Mozambique" "2010" 10.5 5.56 1030 48.2 53.5 23.5 29.3 4.27 31.8
"1953" "Myanmar" "2010" 6.33 2.41 2760 38.1 64.8 50.6 75.6 7.94 28.9
"1954" "Namibia" "2010" 4.83 3.61 9030 60.6 60.9 2.12 2.55 5.33 41.6
"1955" "Nepal" "2010" 4.68 2.61 2700 32.8 69 27 185 7.4 16.8
"1956" "Netherlands" "2010" 0.446 1.8 52000 27.9 81 16.7 494 22 87.1
"1957" "New Zealand" "2010" 0.614 2.12 37700 32.4 80.9 4.37 16.4 18.3 86.2
"1958" "Nicaragua" "2010" 2.04 2.43 4610 44.4 74.4 5.82 48.7 5.89 56.9
"1959" "Niger" "2010" 12.3 7.49 1040 32.8 59 16.5 13.1 3.84 16.2
"1960" "Nigeria" "2010" 13.5 5.84 4930 42 59.6 159 177 4.86 43.5
"1961" "North Korea" "2010" 2.95 1.98 2040 41.7 70.9 24.5 205 13.9 60.4
"1962" "North Macedonia" "2010" 1.02 1.47 13500 40.2 73.4 2.07 84 16.5 57.1
"1963" "Norway" "2010" 0.323 1.95 61400 25.7 81.3 4.89 16.1 21 79.1
"1964" "Oman" "2010" 1.17 2.9 38700 36.1 70.4 3.04 9.31 3.94 75.2
"1965" "Pakistan" "2010" 8.75 3.86 3910 29.8 63.3 179 252 5.73 35
"1966" "Palestine" "2010" 2.33 4.42 5410 35.3 73.7 4.06 663 4.35 74.1
"1967" "Panama" "2010" 1.99 2.62 21300 51.6 78.5 3.64 48.9 9.4 65.1
"1968" "Papua New Guinea" "2010" 5.82 3.99 3410 41.5 62.8 7.31 16.7 4.3 13
"1969" "Paraguay" "2010" 2.6 2.73 10400 51 75.7 6.25 14.3 7.48 59.3
"1970" "Peru" "2010" 2.01 2.55 10100 45.5 77.3 29 22.8 10.1 76.4
"1971" "Philippines" "2010" 3.2 3.16 5920 46.4 70.6 94 315 6.6 45.3
"1972" "Poland" "2010" 0.598 1.37 24000 33.2 76.5 38.3 126 19.3 60.9
"1973" "Portugal" "2010" 0.387 1.33 31800 35.8 80.2 10.6 115 24.4 60.6
"1974" "Qatar" "2010" 0.9 2.07 95900 34.1 73.4 1.86 148 1.76 98.5
"1975" "Romania" "2010" 1.15 1.47 20300 35.5 73.8 20.5 88.4 21.3 53.8
"1976" "Russia" "2010" 1.03 1.57 24000 39.5 68.8 143 8.75 18.1 73.7
"1977" "Rwanda" "2010" 6.35 4.52 1510 47.2 64.5 10 426 4.56 16.9
"1978" "Samoa" "2010" 1.87 4.34 6010 40.7 69.6 0.186 68.8 6.84 20.1
"1979" "Sao Tome and Principe" "2010" 4.54 4.79 3360 30.8 69 0.18 190 5.08 65
"1980" "Saudi Arabia" "2010" 1.21 2.96 44000 35.6 71.8 27.4 13.7 3.24 82.1
"1981" "Senegal" "2010" 6.64 5.06 2800 40.1 65.7 12.7 65.1 4.87 43.8
"1982" "Serbia" "2010" 0.761 1.58 14500 29 74.1 8.99 99.7 24.5 55
"1983" "Seychelles" "2010" 1.41 2.36 21000 45 73.2 0.0913 202 9.19 53.3
"1984" "Sierra Leone" "2010" 16.3 5.2 1410 34.7 56 6.42 89.7 5.02 38.9
"1985" "Singapore" "2010" 0.281 1.26 78300 42.5 82.8 5.13 7560 12.4 100
"1986" "Slovak Republic" "2010" 0.697 1.36 25500 27.3 75.8 5.4 110 18 54.7
"1987" "Slovenia" "2010" 0.321 1.52 33400 24.9 79.7 2.04 102 21.9 52.7
"1988" "Solomon Islands" "2010" 2.57 4.24 2440 39.4 57.4 0.528 18.8 5.22 20
"1989" "Somalia" "2010" 15.7 6.87 853 36.8 53.9 12 19.2 3.99 39.3
"1990" "South Africa" "2010" 5.25 2.59 13600 63.4 57.1 51.2 42.4 7.58 62.2
"1991" "South Korea" "2010" 0.413 1.19 34400 32 80.8 49.5 493 15.5 81.9
"1992" "South Sudan" "2010" 10.9 5.38 4540 46 60.6 9.51 17.2 4.02 17.9
"1993" "Spain" "2010" 0.385 1.37 37300 35.3 82.1 46.9 92.7 22.2 78.4
"1994" "Sri Lanka" "2010" 1.16 2.2 9130 36.9 74 20.3 330 11.8 18.2
"1995" "St. Lucia" "2010" 1.86 1.54 14100 48.6 75.6 0.174 277 11.1 18.4
"1996" "St. Vincent and the Grenadines" "2010" 2.09 2.07 11400 38.3 73.1 0.108 280 11.6 49
"1997" "Sudan" "2010" 7.59 4.88 4680 35.2 67.4 34.5 19.1 4.13 33.1
